40,50
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,B0,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,S0,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,-,-,-,-,0,0,0,0,0
1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,0,0,0
1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,0,0
1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,0,0
1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,0,0
1,1,1,1,1,1,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,0,0
1,1,1,1,1,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,0,0
1,1,1,1,1,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,1
1,1,1,1,1,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,1
1,1,1,1,1,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,1
1,1,1,1,1,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,1,1
1,1,1,1,1,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,1,1
1,1,1,1,1,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,1,1
1,1,1,1,1,-,-,S1,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,1,1
1,1,1,1,1,-,-,B1,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,S2,-,-,-,-,-,1,1
1,1,1,1,1,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,B2,-,-,-,-,1,1
1,1,1,1,1,1,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,1,1,1
1,1,1,1,1,1,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,1,1,1
1,1,1,1,1,1,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,1,1,1,1
1,1,1,1,1,1,1,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
